rv_frequency,zurich_lemma,zurich_lemmatype,gra_lemma_rank,gra_lemma_id,revised (y/n)
26,jīvá-,Nominalstamm,,lemma_jIva_3527,y
26,mádhumattama-,Nominalstamm,,lemma_maDumat_6564,y
26,navatí-,Nominalstamm,,lemma_navati_4871,y
26,níd-,Nominalstamm,,lemma_nid_4968,y
26,pátnī-,Nominalstamm,,lemma_patnI_5210,y
26,ráṇa-,Nominalstamm,,lemma_raRa_7243,y
26,spŕ̥dh-,Nominalstamm,,lemma_spfD_10305,y
26,spārhá-,Nominalstamm,,lemma_spArha_10298,y
26,súdhita-,Nominalstamm,,lemma_suDita_9815,y
26,trātár-,Nominalstamm,,lemma_trAtf_3921,y
26,vr̥dhá-,Nominalstamm,,lemma_vfDa_8387,y
26,vr̥ktábarhis-,Nominalstamm,,lemma_vfktabarhis_8345,y
26,yūthá-,Nominalstamm,,lemma_yUTa_7175,y
26,ávya-,Nominalstamm,,lemma_avya_1203,y
26,úpara-,Nominalstamm,,lemma_upara_1958,y
26,āsán-,Nominalstamm,,lemma_Asan_1653,y
26,ślóka-,Nominalstamm,,lemma_Sloka_9020,y
26,śruṣṭí-,Nominalstamm,,lemma_Sruzwi_9001,y
26,√ci- 1,Wurzel,,lemma_ci_3282,y
26,√naś- 2,Wurzel,,lemma_naS_4887,y
26,√śrī-,Wurzel,,lemma_SrI_8982,y
25,abhítas,Invariabile,,lemma_aBitas_773,y
25,drúh-,Nominalstamm,,lemma_druh_4571,y
25,durmatí-,Nominalstamm,,lemma_durmati_4330,y
25,dámūnas-,Nominalstamm,,lemma_damUnas_4097,y
25,jáni-,Nominalstamm,,lemma_jani_3400,y
25,jánitrī-,Nominalstamm,,lemma_janitrI_3403,y
25,júṣṭa-,Nominalstamm,,lemma_juzwa_3542,y
25,jārá-,Nominalstamm,,lemma_jAra_3490,y
25,pakvá-,Nominalstamm,,lemma_pakva_5156,y
25,pitú-,Nominalstamm,,lemma_pitu_5474,y
25,pr̥ṣṭhá-,Nominalstamm,,lemma_pfzWa_5803,y
25,puruspŕ̥h-,Nominalstamm,,lemma_puruspfh_5638,y
25,puróhita-,Nominalstamm,,lemma_purohita_5659,y
25,r̥jīṣín-,Nominalstamm,,lemma_fjIzin_2160,y
25,samyáñc-,Nominalstamm,,lemma_samyac_9424,y
25,sapráthas-,Nominalstamm,,lemma_sapraTas_9344,y
25,svādú-,Nominalstamm,,lemma_svAdu_10496,y
25,tridhā́tu-,Nominalstamm,,lemma_triDAtu_3937,y
25,tvác-,Nominalstamm,,lemma_tvac_3989,y
25,vasūyú-,Nominalstamm,,lemma_vasUyu_7820,y
25,vipaścít-,Nominalstamm,,lemma_vipaScit_8051,y
25,vŕ̥thā,Invariabile,,lemma_vfTA_8375,y
25,várdhana-,Nominalstamm,,lemma_varDana_7748,y
25,yātudhā́na-,Nominalstamm,,lemma_yAtuDAna_7098,y
25,ádbhuta-,Nominalstamm,,lemma_adButa_308,y
25,étaśa-,Nominalstamm,,lemma_etaSa_2298,y
25,ā́s-,Nominalstamm,,lemma_As_1648,y
25,śáṃtama-,Nominalstamm,,lemma_SaMtama_8649,y
25,√arh-,Wurzel,,lemma_arh_1093,y
25,√nud-,Wurzel,,lemma_nud_5080,y
25,√pac-,Wurzel,,lemma_pac_5163,y
25,√vr̥ṣ- 1,Wurzel,,lemma_vfz_8393,y
24,asmayú-,Nominalstamm,,lemma_asmayu_1384,y
24,asuratvá-,Nominalstamm,,lemma_asuratva_1346,y
24,babhrú-,Nominalstamm,,lemma_baBru_6153,y
24,dhartár-,Nominalstamm,,lemma_Dartf_4656,y
24,dhúni-,Nominalstamm,,lemma_Duni_4720,y
24,ghr̥távant-,Nominalstamm,,lemma_Gftavat_3158,y
24,náva- 1,Nominalstamm,,lemma_navan_4872,y
24,nírr̥ti-,Nominalstamm,,lemma_nirfti_5009,y
24,riśā́das-,Nominalstamm,,lemma_riSAdas_7415,y
24,sahásradhāra-,Nominalstamm,,lemma_sahasraDAra_9547,y
24,sarátha-,Nominalstamm,,lemma_saraTa_9438,y
24,svādhī́-,Nominalstamm,,lemma_svADI_10502,y
24,sárga-,Nominalstamm,,lemma_sarga_9453,y
24,sūktá-,Nominalstamm,,lemma_sUkta_10083,y
24,tr̥tī́ya-,Nominalstamm,,lemma_tftIya_3873,y
24,tátra,Invariabile,,lemma_tatra_3624,y
24,vyòman-,Nominalstamm,,lemma_vyoman_8529,y
24,várūtha-,Nominalstamm,,lemma_varUTa_7729,y
24,váśa-,Nominalstamm,,lemma_vaSa_7773,y
24,yáśas-,Nominalstamm,,lemma_yaSas_7082,y
24,ástar-,Nominalstamm,,lemma_astf_1365,y
24,śárdha-,Nominalstamm,,lemma_SarDa_8692,y
24,√dhamⁱ-,Wurzel,,lemma_Dam_4649,y
24,√dā- 3,Wurzel,,lemma_day_4102,y
24,√hr̥ṣ-,Wurzel,,lemma_hfz_10733,y
24,√kā-,Wurzel,,lemma_kA_2508,y
24,√kṣā- 2,Wurzel,,lemma_kzi_2795,y
24,√pad-,Wurzel,,lemma_pad_5225,y
24,√vr̥h-,Wurzel,,lemma_barh_6156,y
23,abhī́ka-,Nominalstamm,,lemma_aBIka_828,y
23,bhŕ̥gu-,Nominalstamm,,lemma_Bfgu_6439,y
23,camasá-,Nominalstamm,,lemma_camasa_3237,y
23,devatrā́,Invariabile,,lemma_devatrA_4440,y
23,dhánvan-,Nominalstamm,,lemma_Danvan_4646,y
23,draviṇodā́-,Nominalstamm,,lemma_draviRoda_4548,y
23,dāná-,Nominalstamm,,lemma_dAna_4177,y
23,dā́sa-,Nominalstamm,,lemma_dAsa_4209,y
23,indra-vāyú-,Nominalstamm,,lemma_indravAyu_1726,y
23,jā́gr̥vi-,Nominalstamm,,lemma_jAgfvi_3469,y
23,niṣkr̥tá-,Nominalstamm,,lemma_nizkfta_5038,y
23,pathyā̀-,Nominalstamm,,lemma_paTyA_5224,y
23,pŕ̥kṣ-,Nominalstamm,,lemma_pfkz_5731,y
23,purūvásu-,Nominalstamm,,lemma_purUvasu_5646,y
23,sudúgha-,Nominalstamm,,lemma_suduGa_9798,y
23,suśéva-,Nominalstamm,,lemma_suSeva_9997,y
23,svarā́jya-,Nominalstamm,,lemma_svarAjya_10441,y
23,sūryā́-,Nominalstamm,,lemma_sUrya_10120,y
23,tátas,Invariabile,,lemma_tatas_3622,y
23,urviyā́,Invariabile,,lemma_urviyA_2058,y
23,valá-,Nominalstamm,,lemma_vala_7763,y
23,vr̥trahántama-,Nominalstamm,,lemma_vftrahan_8373,y
23,vr̥trahátya-,Nominalstamm,,lemma_vftrahatya_8371,y
23,várṇa-,Nominalstamm,,lemma_varRa_7738,y
23,yáva-,Nominalstamm,,lemma_yava_7066,y
23,yávasa-,Nominalstamm,,lemma_yavasa_7069,y
23,yújya-,Nominalstamm,,lemma_yujya_7136,y
23,ánr̥ta-,Nominalstamm,,lemma_anfta_559,y
23,ókas-,Nominalstamm,,lemma_okas_2336,y
23,śūṣá-,Nominalstamm,,lemma_SUza_8896,y
23,√jū-,Wurzel,,lemma_jU_3547,y
23,√tr̥p-,Wurzel,,lemma_tfp_3877,y
23,√ukṣ-,Wurzel,,lemma_ukz_1855,y
22,arcís-,Nominalstamm,,lemma_arcis_1044,y
22,dātár-,Nominalstamm,,lemma_dAtf_4171,y
22,gabhīrá-,Nominalstamm,,lemma_gaBIra_2900,y
22,kam,Invariabile,,lemma_kam_2429,y
22,kā́mya-,Nominalstamm,,lemma_kAmya_2527,y
22,majmán-,Nominalstamm,,lemma_majman_6509,y
22,mandín-,Nominalstamm,,lemma_mandin_6644,y
22,manuṣvát,Invariabile,,lemma_manuzvat_6615,y
22,manuṣyà-,Nominalstamm,,lemma_manuzya_6613,y
22,nirṇíj-,Nominalstamm,,lemma_nirRij_5012,y
22,nr̥vánt-,Nominalstamm,,lemma_nfvat_5108,y
22,puṣṭí-,Nominalstamm,,lemma_puzwi_5672,y
22,pā́jas-,Nominalstamm,,lemma_pAjas_5417,y
22,rápas-,Nominalstamm,,lemma_rapas_7305,y
22,sánitar-,Nominalstamm,,lemma_sanitf_9278,y
22,tvā́vant-,Nominalstamm,,lemma_tvAvat_4003,y
22,tántu-,Nominalstamm,,lemma_tantu_3653,y
22,tū́ya-,Nominalstamm,,lemma_tUya_3858,y
22,uloká-,Nominalstamm,,lemma_loka_7521,y
22,viśvárūpa-,Nominalstamm,,lemma_viSvarUpa_8201,y
22,vāghát-,Nominalstamm,,lemma_vAGat_7847,y
22,vājínīvasu-,Nominalstamm,,lemma_vAjinIvasu_7880,y
22,vā́ṇī-,Nominalstamm,,lemma_vARI_7887,y
22,yahvī́-,Nominalstamm,,lemma_yahvI_7090,y
22,yós,Invariabile,,lemma_yos_7201,y
22,ápara-,Nominalstamm,,lemma_apara_631,y
22,ātmán-,Nominalstamm,,lemma_Atman_1499,y
22,ūrvá-,Nominalstamm,,lemma_Urva_2129,y
22,√krīḍ-,Wurzel,,lemma_krIq_2757,y
22,√stanⁱ-,Wurzel,,lemma_stan_10214,y
22,√vañc-,Wurzel,,lemma_vaYc_7587,y
22,√vā- 1,Wurzel,,lemma_vA_7842,y
21,avr̥ká-,Nominalstamm,,lemma_avfka_1197,y
21,añjí-,Nominalstamm,,lemma_aYji_213,y
21,durgá-,Nominalstamm,,lemma_durga_4313,y
21,gr̥hápati-,Nominalstamm,,lemma_gfhapati_3024,y
21,gópati-,Nominalstamm,,lemma_gopati_3055,y
21,iṣá-,Nominalstamm,,lemma_iza_1779,y
21,keśín-,Nominalstamm,,lemma_keSin_2719,y
21,mithuná-,Nominalstamm,,lemma_miTuna_6846,y
21,mántra-,Nominalstamm,,lemma_mantra_6628,y
21,niyútvant-,Nominalstamm,,lemma_niyutvat_5003,y
21,puroḷā́ś-,Nominalstamm,,lemma_puroqAS_5651,y
21,pūrú-,Nominalstamm,,lemma_pUru_5690,y
21,ŕ̥c-,Nominalstamm,,lemma_fc_2148,y
21,sajóṣa-,Nominalstamm,,lemma_sajoza_9155,y
21,sanā́t,Invariabile,,lemma_sanAt_9270,y
21,sudákṣa-,Nominalstamm,,lemma_sudakza_9784,y
21,supéśas-,Nominalstamm,,lemma_supeSas_9847,y
21,sutásoma-,Nominalstamm,,lemma_sutasoma_9768,y
21,svàrvant-,Nominalstamm,,lemma_svarvat_10464,y
21,tápas-,Nominalstamm,,lemma_tapas_3664,y
21,tīvrá-,Nominalstamm,,lemma_tIvra_3771,y
21,vanín-,Nominalstamm,,lemma_vanin_7633,y
21,yahvá-,Nominalstamm,,lemma_yahva_7088,y
21,ámīvā-,Nominalstamm,,lemma_amIvA_900,y
21,áriṣṭa-,Nominalstamm,,lemma_arizwa_1002,y
21,āyasá-,Nominalstamm,,lemma_Ayasa_1576,y
21,śámbara-,Nominalstamm,,lemma_Sambara_8667,y
21,śámī-,Nominalstamm,,lemma_SamI_8664,y
21,√duvasy-,Wurzel,,lemma_duvasy_4356,y
21,√mr̥-,Wurzel,,lemma_mf_6907,y
21,√muṣⁱ-,Wurzel,,lemma_muz_6882,y
21,√panⁱ-,Wurzel,,lemma_pan_5235,y
21,√piś- 1,Wurzel,,lemma_piS_5500,y
21,√rad-,Wurzel,,lemma_rad_7289,y
21,√sas-,Wurzel,,lemma_sas_9493,y
21,√sū- 2,Wurzel,,lemma_sU_10080,y
21,√sūd-,Wurzel,,lemma_sUd_10089,y
21,√śardh-,Wurzel,,lemma_SarD_8691,y
20,anarván-,Nominalstamm,,lemma_anarvan_423,y
20,avatá-,Nominalstamm,,lemma_avata_1106,y
20,bhúj-,Nominalstamm,,lemma_Buj_6387,y
20,bhū́yaṃs-,Nominalstamm,,lemma_BUyas_6410,y
20,budhná-,Nominalstamm,,lemma_buDna_6218,y
20,gandharvá-,Nominalstamm,,lemma_ganDarva_2894,y
20,ghóṣa-,Nominalstamm,,lemma_Goza_3178,y
20,iná-,Nominalstamm,,lemma_ina_1705,y
20,juhū́-,Nominalstamm,,lemma_juhU_3544,y
20,kṣétra-,Nominalstamm,,lemma_kzetra_2820,y
20,madacyút-,Nominalstamm,,lemma_madacyut_6535,y
20,madíntama-,Nominalstamm,,lemma_madin_6539,y
20,máyas-,Nominalstamm,,lemma_mayas_6667,y
20,paścā́t,Invariabile,,lemma_paScAt_5393,y
20,prámati-,Nominalstamm,,lemma_pramatI_5941,y
20,póṣa-,Nominalstamm,,lemma_poza_5821,y
20,rebhá-,Nominalstamm,,lemma_reBa_7481,y
20,rukmá-,Nominalstamm,,lemma_rukma_7427,y
20,ŕ̥kvan-,Nominalstamm,,lemma_fkvan_2138,y
20,svarā́j-,Nominalstamm,,lemma_svarAj_10440,y
20,taráṇi-,Nominalstamm,,lemma_taraRi_3688,y
20,turváśa-,Nominalstamm,,lemma_turvaSa_3814,y
20,tvóta-,Nominalstamm,,lemma_tvota_4024,y
20,vajrivant-,Nominalstamm,,lemma_vajrivat_7586,y
20,ábhva-,Nominalstamm,,lemma_aBva_852,y
20,śravasyú-,Nominalstamm,,lemma_Sravasyu_8972,y
20,śvetá-,Nominalstamm,,lemma_Sveta_9048,y
20,√nādh-,Wurzel,,lemma_nAD_4908,y
20,√tr̥d-,Wurzel,,lemma_tfd_3875,y
20,√tr̥ṣ-,Wurzel,,lemma_tfz_3884,y
20,√uh-,Wurzel,,lemma_Uh_2134,y
20,√śrathⁱ-,Wurzel,,lemma_SraT_8951,y
20,√śr̥̄- 1,Wurzel,1,lemma_Sar_8678,y
20,√śr̥̄- 1,Wurzel,2,lemma_Sir_8788,y
20,√śudh-,Wurzel,,lemma_SuD_8849,y
20,√śvasⁱ-,Wurzel,,lemma_Svas_9030,y
20,√śū- 1,Wurzel,,lemma_SU_8884,y
19,ajá- 2,Nominalstamm,,lemma_aja_171,y
19,andhá-,Nominalstamm,,lemma_anDa_593,y
19,bharádvāja-,Nominalstamm,,lemma_BaradvAja_6317,y
19,bhiyás-,Nominalstamm,,lemma_Biyas_6373,y
19,bála-,Nominalstamm,,lemma_bala_6166,y
19,chardís-,Nominalstamm,,lemma_Cardis_3362,y
19,gáya-,Nominalstamm,,lemma_gaya_2910,y
19,gāyatrá-,Nominalstamm,,lemma_gAyatra_2964,y
19,madhyamá-,Nominalstamm,,lemma_maDyama_6578,y
19,médhira-,Nominalstamm,,lemma_meDira_6955,y
19,pradíś-,Nominalstamm,,lemma_pradiS_5916,y
19,pā́tra-,Nominalstamm,,lemma_pAtra_5426,y
19,r̥tvíj-,Nominalstamm,,lemma_ftvij_2227,y
19,samá-,Nominalstamm,,lemma_sama_9361,y
19,svā́hā,Invariabile,,lemma_svAhA_10519,y
19,sáhasvant-,Nominalstamm,,lemma_sahasvat_9588,y
19,súkr̥ta-,Nominalstamm,,lemma_sukfta_9710,y
19,taviṣá-,Nominalstamm,,lemma_taviza_3717,y
19,udán-,Nominalstamm,,lemma_udan_1899,y
19,urugāyá-,Nominalstamm,,lemma_urugAya_2031,y
19,vená-,Nominalstamm,,lemma_venA_8472,y
19,vr̥jiná-,Nominalstamm,,lemma_vfjina_8358,y
19,vájrahasta-,Nominalstamm,,lemma_vajrahasta_7584,y
19,vīḷú-,Nominalstamm,,lemma_vIqu_8293,y
19,ájasra-,Nominalstamm,,lemma_ajasra_181,y
19,ámūra-,Nominalstamm,,lemma_amUra_904,y
19,ánāgas-,Nominalstamm,,lemma_anAgas_452,y
19,ā́gas-,Nominalstamm,,lemma_Agas_1459,y
19,śraddhā́-,Nominalstamm,,lemma_SradDA_8956,y
19,√bhuj- 2,Wurzel,,lemma_Buj_6387,y
19,√mahay-,Wurzel,,lemma_mah_6707,y
19,√mr̥ś-,Wurzel,,lemma_mfS_6935,y
19,√namasy-,Wurzel,,lemma_namasy_4846,y
19,√svad-,Wurzel,,lemma_svad_10381,y
19,√syand-,Wurzel,,lemma_syad_10332,y
19,√śnathⁱ-,Wurzel,,lemma_SnaT_8930,y
18,bahulá-,Nominalstamm,,lemma_bahula_6185,y
18,bhī́-,Nominalstamm,,lemma_BI_6378,y
18,dhr̥távrata-,Nominalstamm,,lemma_Dftavrata_4740,y
18,dhātár-,Nominalstamm,,lemma_DAtf_4669,y
18,doṣā́-,Nominalstamm,,lemma_dozA_4503,y
18,dyukṣá-,Nominalstamm,,lemma_dyukza_4514,y
18,dúvas-,Nominalstamm,,lemma_duvas_4354,y
18,ghr̥tā́ñc-,Nominalstamm,,lemma_GftAc_3166,y
18,gótama-,Nominalstamm,,lemma_gotama_3044,y
18,hetí-,Nominalstamm,,lemma_heti_10738,y
18,hárita-,Nominalstamm,,lemma_harita_10560,y
18,jráyas-,Nominalstamm,,lemma_jrayas_3601,y
18,kúha,Invariabile,,lemma_kuha_2632,y
18,mā́dhvī-,Nominalstamm,,lemma_mADvI_6782,y
18,netár-,Nominalstamm,,lemma_netf_5126,y
18,pratarám,Invariabile,,lemma_prataram_5864,y
18,pr̥kṣá-,Nominalstamm,,lemma_pfkza_5732,y
18,purukṣú-,Nominalstamm,,lemma_purukzu_5573,y
18,pā́thas-,Nominalstamm,,lemma_pATas_5427,y
18,r̥tuthā́,Invariabile,,lemma_ftuTA_2220,y
18,somín-,Nominalstamm,,lemma_somin_10190,y
18,srídh-,Nominalstamm,,lemma_sriD_10355,y
18,suśiprá-,Nominalstamm,,lemma_suSipra_9992,y
18,suūtí-,Nominalstamm,,lemma_suUti_9703,y
18,sváyaśas-,Nominalstamm,,lemma_svayaSas_10426,y
18,vayodhā́-,Nominalstamm,,lemma_vayoDA_7693,y
18,vayā́-,Nominalstamm,,lemma_vayA_7680,y
18,viśvácarṣaṇi-,Nominalstamm,,lemma_viSvacarzaRI_8159,y
18,vŕ̥ṣaṇvasu-,Nominalstamm,,lemma_vfzaRvasu_8403,y
18,várpas-,Nominalstamm,,lemma_varpas_7751,y
18,várṣiṣṭha-,Nominalstamm,,lemma_varzizWa_7757,y
18,yóga-,Nominalstamm,,lemma_yoga_7186,y
18,yójana-,Nominalstamm,,lemma_yojana_7189,y
18,ácyuta-,Nominalstamm,,lemma_acyuta_158,y
18,ákṣita-,Nominalstamm,,lemma_akzita_52,y
18,ántara-,Nominalstamm,,lemma_antara_573,y
18,ójiṣṭha-,Nominalstamm,,lemma_ojizWa_2343,y
18,śáru-,Nominalstamm,,lemma_Saru_8689,y
18,√aśⁱ-,Wurzel,,lemma_aS_1211,y
18,√bandh-,Wurzel,,lemma_banD_6142,y
18,√chand-,Wurzel,,lemma_Cad_3351,y
18,√kl̥p-,Wurzel,,lemma_kalp_2477,y
18,√r̥dh-,Wurzel,,lemma_fD_2235,y
18,√svap-,Wurzel,,lemma_svap_10401,y
17,ajuryá-,Nominalstamm,,lemma_ajurya_192,y
17,anavadyá-,Nominalstamm,,lemma_anavadya_428,y
17,arepás-,Nominalstamm,,lemma_arepas_1027,y
17,bhujyú-,Nominalstamm,,lemma_Bujyu_6392,y
17,bhā́s-,Nominalstamm,,lemma_BAs_6362,y
17,dhāsí-,Nominalstamm,,lemma_DAsi_4694,y
17,dhā́yas-,Nominalstamm,,lemma_DAyas_4680,y
17,dívodāsa-,Nominalstamm,,lemma_divodAsa_4247,y
17,gáviṣṭi-,Nominalstamm,,lemma_gavizwi_2934,y
17,havyavā́hana-,Nominalstamm,,lemma_havyavAhana_10616,y
17,havyádāti-,Nominalstamm,,lemma_havyadAti_10614,y
17,hotrá-,Nominalstamm,,lemma_hotra_10753,y
17,híraṇya-,Nominalstamm,,lemma_hiraRya_10663,y
17,jantú-,Nominalstamm,,lemma_jantu_3414,y
17,kanyā̀- ~ kanī́n-,Nominalstamm,,lemma_kanyA_2417,y
17,katamá-,Pronomen,,lemma_katama_2394,y
17,nr̥páti-,Nominalstamm,,lemma_nfpati_5094,y
17,práyasvant-,Nominalstamm,,lemma_prayasvat_5957,y
17,pŕ̥ṣant-,Nominalstamm,,lemma_pfzat_5791,y
17,pā́rya-,Nominalstamm,,lemma_pArya_5449,y
17,ráthya-,Nominalstamm,,lemma_raTya_7287,y
17,r̥bhukṣā́-,Nominalstamm,,lemma_fBukzA_2242,y
17,sadhryàñc-,Nominalstamm,,lemma_saDryac_9250,y
17,samithá-,Nominalstamm,,lemma_samiTa_9393,y
17,saṃdŕ̥ś-,Nominalstamm,,lemma_saMdfS_9300,y
